X(m) Y(m) elev(m) gz(mgal)
-757.575757576 -3000.0 -1800.0 8.32154785148
-656.565656566 -3000.0 -1800.0 8.39272890144
-555.555555556 -3000.0 -1800.0 8.34753708638
-454.545454545 -3000.0 -1800.0 8.64828853822
-353.535353535 -3000.0 -1800.0 8.3685777151
-252.525252525 -3000.0 -1800.0 8.53313468811
-151.515151515 -3000.0 -1800.0 8.48969730645
-50.5050505051 -3000.0 -1800.0 8.56406869609
50.5050505051 -3000.0 -1800.0 8.38832546957
151.515151515 -3000.0 -1800.0 8.50822144698
252.525252525 -3000.0 -1800.0 8.59294218168
353.535353535 -3000.0 -1800.0 8.47113854584
454.545454545 -3000.0 -1800.0 8.40954759304
555.555555556 -3000.0 -1800.0 8.39498156568
656.565656566 -3000.0 -1800.0 8.46192028417
757.575757576 -3000.0 -1800.0 8.2825688657
858.585858586 -3000.0 -1800.0 8.44893421893
959.595959596 -3000.0 -1800.0 8.29114356882
1060.60606061 -3000.0 -1800.0 8.01415396156
1161.61616162 -3000.0 -1800.0 8.08890850162
1262.62626263 -3000.0 -1800.0 8.20485710062
1363.63636364 -3000.0 -1800.0 8.11655708581
1464.64646465 -3000.0 -1800.0 7.92632721153
1565.65656566 -3000.0 -1800.0 7.9025271462
1666.66666667 -3000.0 -1800.0 7.84601643226
1767.67676768 -3000.0 -1800.0 7.64053802432
1868.68686869 -3000.0 -1800.0 7.64257068241
1969.6969697 -3000.0 -1800.0 7.51137510216
2070.70707071 -3000.0 -1800.0 7.64734943224
2171.71717172 -3000.0 -1800.0 7.37008642157
2272.72727273 -3000.0 -1800.0 7.46889839576
2373.73737374 -3000.0 -1800.0 7.30708795192
2474.74747475 -3000.0 -1800.0 7.27955103241
2575.75757576 -3000.0 -1800.0 7.20144542986
2676.76767677 -3000.0 -1800.0 7.11428292457
2777.77777778 -3000.0 -1800.0 7.02435057303
2878.78787879 -3000.0 -1800.0 7.01943644941
2979.7979798 -3000.0 -1800.0 6.97530015798
3080.80808081 -3000.0 -1800.0 6.95812421008
3181.81818182 -3000.0 -1800.0 6.75152270419
3282.82828283 -3000.0 -1800.0 6.75580103316
3383.83838384 -3000.0 -1800.0 6.6751622162
3484.84848485 -3000.0 -1800.0 6.66391037197
3585.85858586 -3000.0 -1800.0 6.49026038161
3686.86868687 -3000.0 -1800.0 6.57387589502
3787.87878788 -3000.0 -1800.0 6.52004992026
3888.88888889 -3000.0 -1800.0 6.40559700382
3989.8989899 -3000.0 -1800.0 6.34639810253
4090.90909091 -3000.0 -1800.0 6.28245866595
4191.91919192 -3000.0 -1800.0 6.14834131542
4292.92929293 -3000.0 -1800.0 6.35186459457
4393.93939394 -3000.0 -1800.0 6.21323111387
4494.94949495 -3000.0 -1800.0 6.32153306827
4595.95959596 -3000.0 -1800.0 6.16530047971
4696.96969697 -3000.0 -1800.0 6.12134044455
4797.97979798 -3000.0 -1800.0 6.1624086446
4898.98989899 -3000.0 -1800.0 5.82776059439
5000.0 -3000.0 -1800.0 5.92129587911
-5000.0 -2939.39393939 -1800.0 5.90392882484
-4898.98989899 -2939.39393939 -1800.0 6.13438733483
-4797.97979798 -2939.39393939 -1800.0 6.24120310258
-4696.96969697 -2939.39393939 -1800.0 6.17542366096
-4595.95959596 -2939.39393939 -1800.0 6.11900463803
-4494.94949495 -2939.39393939 -1800.0 6.1884349236
-4393.93939394 -2939.39393939 -1800.0 6.15413556688
-4292.92929293 -2939.39393939 -1800.0 6.0869555448
-4191.91919192 -2939.39393939 -1800.0 6.11399794932
-4090.90909091 -2939.39393939 -1800.0 6.23632564139
-3989.8989899 -2939.39393939 -1800.0 6.58441276962
-3888.88888889 -2939.39393939 -1800.0 6.42280116253
-3787.87878788 -2939.39393939 -1800.0 6.65735814269
-3686.86868687 -2939.39393939 -1800.0 6.62397199894
-3585.85858586 -2939.39393939 -1800.0 6.64028036555
-3484.84848485 -2939.39393939 -1800.0 6.66703005633
-3383.83838384 -2939.39393939 -1800.0 6.60808615605
-3282.82828283 -2939.39393939 -1800.0 6.84222881091
-3181.81818182 -2939.39393939 -1800.0 6.90683981643
-3080.80808081 -2939.39393939 -1800.0 6.99632357842
-2979.7979798 -2939.39393939 -1800.0 7.1342752691
-2878.78787879 -2939.39393939 -1800.0 7.01565300656
-2777.77777778 -2939.39393939 -1800.0 7.18816902835
-2676.76767677 -2939.39393939 -1800.0 7.22423796805
-2575.75757576 -2939.39393939 -1800.0 7.31127343652
-2474.74747475 -2939.39393939 -1800.0 7.33265776894
-2373.73737374 -2939.39393939 -1800.0 7.50999295245
-2272.72727273 -2939.39393939 -1800.0 7.53990267966
-2171.71717172 -2939.39393939 -1800.0 7.49509092125
-2070.70707071 -2939.39393939 -1800.0 7.53836684721
-1969.6969697 -2939.39393939 -1800.0 7.88310824266
-1868.68686869 -2939.39393939 -1800.0 7.81871409402
-1767.67676768 -2939.39393939 -1800.0 7.94471113301
-1666.66666667 -2939.39393939 -1800.0 7.96303315993
-1565.65656566 -2939.39393939 -1800.0 8.00376656179
-1464.64646465 -2939.39393939 -1800.0 8.28695077466
-1363.63636364 -2939.39393939 -1800.0 8.01728594147
-1262.62626263 -2939.39393939 -1800.0 8.16484937043
-1161.61616162 -2939.39393939 -1800.0 8.28882303561
-1060.60606061 -2939.39393939 -1800.0 8.33756221838
-959.595959596 -2939.39393939 -1800.0 8.21547793083
-858.585858586 -2939.39393939 -1800.0 8.22839961485
-757.575757576 -2939.39393939 -1800.0 8.39275757399
-656.565656566 -2939.39393939 -1800.0 8.38247680404
-555.555555556 -2939.39393939 -1800.0 8.38711502454
-454.545454545 -2939.39393939 -1800.0 8.56641646171
-353.535353535 -2939.39393939 -1800.0 8.63402050264
-252.525252525 -2939.39393939 -1800.0 8.40142786948
-151.515151515 -2939.39393939 -1800.0 8.69202458737
-50.5050505051 -2939.39393939 -1800.0 8.66163524781
50.5050505051 -2939.39393939 -1800.0 8.606828785
151.515151515 -2939.39393939 -1800.0 8.52133361609
252.525252525 -2939.39393939 -1800.0 8.44079652943
353.535353535 -2939.39393939 -1800.0 8.50485943798
454.545454545 -2939.39393939 -1800.0 8.54276736962
555.555555556 -2939.39393939 -1800.0 8.5472261235
656.565656566 -2939.39393939 -1800.0 8.42928342553
757.575757576 -2939.39393939 -1800.0 8.28871543642
858.585858586 -2939.39393939 -1800.0 8.47839171226
959.595959596 -2939.39393939 -1800.0 8.2428896974
1060.60606061 -2939.39393939 -1800.0 8.24770319198
1161.61616162 -2939.39393939 -1800.0 8.19589975798
1262.62626263 -2939.39393939 -1800.0 8.18185487369
1363.63636364 -2939.39393939 -1800.0 8.31380947806
1464.64646465 -2939.39393939 -1800.0 8.07395320058
1565.65656566 -2939.39393939 -1800.0 7.8336706782
1666.66666667 -2939.39393939 -1800.0 8.04168175564
1767.67676768 -2939.39393939 -1800.0 7.91399518512
1868.68686869 -2939.39393939 -1800.0 7.85402460807
1969.6969697 -2939.39393939 -1800.0 7.68357412049
2070.70707071 -2939.39393939 -1800.0 7.73049559603
2171.71717172 -2939.39393939 -1800.0 7.60295494665
2272.72727273 -2939.39393939 -1800.0 7.4118139868
2373.73737374 -2939.39393939 -1800.0 7.47778789647
2474.74747475 -2939.39393939 -1800.0 7.46190453265
2575.75757576 -2939.39393939 -1800.0 7.23455163388
2676.76767677 -2939.39393939 -1800.0 7.22563967645
2777.77777778 -2939.39393939 -1800.0 7.05547424634
2878.78787879 -2939.39393939 -1800.0 7.24705923611
2979.7979798 -2939.39393939 -1800.0 6.98345835161
3080.80808081 -2939.39393939 -1800.0 6.87324632129
3181.81818182 -2939.39393939 -1800.0 6.89220013387
3282.82828283 -2939.39393939 -1800.0 6.71649331899
3383.83838384 -2939.39393939 -1800.0 6.65154760483
3484.84848485 -2939.39393939 -1800.0 6.83842917221
3585.85858586 -2939.39393939 -1800.0 6.7046206933
3686.86868687 -2939.39393939 -1800.0 6.53474475999
3787.87878788 -2939.39393939 -1800.0 6.66198154794
3888.88888889 -2939.39393939 -1800.0 6.49793275156
3989.8989899 -2939.39393939 -1800.0 6.36601046522
4090.90909091 -2939.39393939 -1800.0 6.49870411866
4191.91919192 -2939.39393939 -1800.0 6.24612998464
4292.92929293 -2939.39393939 -1800.0 6.28797824637
4393.93939394 -2939.39393939 -1800.0 6.2638341583
4494.94949495 -2939.39393939 -1800.0 6.30668467164
4595.95959596 -2939.39393939 -1800.0 6.26299090497
4696.96969697 -2939.39393939 -1800.0 6.22707032322
4797.97979798 -2939.39393939 -1800.0 5.83235069431
4898.98989899 -2939.39393939 -1800.0 6.01185098227
5000.0 -2939.39393939 -1800.0 5.92658339886
-5000.0 -2878.78787879 -1800.0 6.01574692665
-4898.98989899 -2878.78787879 -1800.0 6.03382095102
-4797.97979798 -2878.78787879 -1800.0 5.96307874059
-4696.96969697 -2878.78787879 -1800.0 6.08518036536
-4595.95959596 -2878.78787879 -1800.0 6.24245993488
-4494.94949495 -2878.78787879 -1800.0 6.30423038469
-4393.93939394 -2878.78787879 -1800.0 6.10239156064
-4292.92929293 -2878.78787879 -1800.0 6.45887856487
-4191.91919192 -2878.78787879 -1800.0 6.34151621876
-4090.90909091 -2878.78787879 -1800.0 6.53981773922
-3989.8989899 -2878.78787879 -1800.0 6.39361212127
-3888.88888889 -2878.78787879 -1800.0 6.4505151151
-3787.87878788 -2878.78787879 -1800.0 6.55653244835
-3686.86868687 -2878.78787879 -1800.0 6.59700441821
-3585.85858586 -2878.78787879 -1800.0 6.63265827219
-3484.84848485 -2878.78787879 -1800.0 6.49476192603
-3383.83838384 -2878.78787879 -1800.0 6.6520088732
-3282.82828283 -2878.78787879 -1800.0 6.78707631027
-3181.81818182 -2878.78787879 -1800.0 6.88741243352
-3080.80808081 -2878.78787879 -1800.0 7.06219248687
-2979.7979798 -2878.78787879 -1800.0 7.11910792756
-2878.78787879 -2878.78787879 -1800.0 7.24481579802
-2777.77777778 -2878.78787879 -1800.0 7.20950552536
-2676.76767677 -2878.78787879 -1800.0 7.15753275757
-2575.75757576 -2878.78787879 -1800.0 7.25145535745
-2474.74747475 -2878.78787879 -1800.0 7.48782974903
-2373.73737374 -2878.78787879 -1800.0 7.37049119633
-2272.72727273 -2878.78787879 -1800.0 7.44572142396
-2171.71717172 -2878.78787879 -1800.0 7.70129883453
-2070.70707071 -2878.78787879 -1800.0 7.66498859741
-1969.6969697 -2878.78787879 -1800.0 7.90449035339
-1868.68686869 -2878.78787879 -1800.0 8.01677255114
-1767.67676768 -2878.78787879 -1800.0 7.93107582194
-1666.66666667 -2878.78787879 -1800.0 8.06581433613
-1565.65656566 -2878.78787879 -1800.0 8.12829572638
-1464.64646465 -2878.78787879 -1800.0 8.07730911992
-1363.63636364 -2878.78787879 -1800.0 8.23204855841
-1262.62626263 -2878.78787879 -1800.0 8.21686395788
-1161.61616162 -2878.78787879 -1800.0 8.52313520283
-1060.60606061 -2878.78787879 -1800.0 8.36360591687
-959.595959596 -2878.78787879 -1800.0 8.54458773698
-858.585858586 -2878.78787879 -1800.0 8.46271233486
-757.575757576 -2878.78787879 -1800.0 8.69057937633
-656.565656566 -2878.78787879 -1800.0 8.59234563583
-555.555555556 -2878.78787879 -1800.0 8.54350497752
-454.545454545 -2878.78787879 -1800.0 8.65861297901
-353.535353535 -2878.78787879 -1800.0 8.77891266062
-252.525252525 -2878.78787879 -1800.0 8.67559383446
-151.515151515 -2878.78787879 -1800.0 8.58826985022
-50.5050505051 -2878.78787879 -1800.0 8.72440380015
50.5050505051 -2878.78787879 -1800.0 8.72751022918
151.515151515 -2878.78787879 -1800.0 8.92033962357
252.525252525 -2878.78787879 -1800.0 8.77105459748
353.535353535 -2878.78787879 -1800.0 8.67396021368
454.545454545 -2878.78787879 -1800.0 8.66484827195
555.555555556 -2878.78787879 -1800.0 8.87020960717
656.565656566 -2878.78787879 -1800.0 8.53577446225
757.575757576 -2878.78787879 -1800.0 8.50770142412
858.585858586 -2878.78787879 -1800.0 8.41038054155
959.595959596 -2878.78787879 -1800.0 8.4825569112
1060.60606061 -2878.78787879 -1800.0 8.49439474544
1161.61616162 -2878.78787879 -1800.0 8.39907555867
1262.62626263 -2878.78787879 -1800.0 8.17408073825
1363.63636364 -2878.78787879 -1800.0 8.40691903668
1464.64646465 -2878.78787879 -1800.0 8.14733187604
1565.65656566 -2878.78787879 -1800.0 8.31705131052
1666.66666667 -2878.78787879 -1800.0 7.95067624976
1767.67676768 -2878.78787879 -1800.0 7.83735901914
1868.68686869 -2878.78787879 -1800.0 7.81358951443
1969.6969697 -2878.78787879 -1800.0 7.77051076047
2070.70707071 -2878.78787879 -1800.0 7.80944916494
2171.71717172 -2878.78787879 -1800.0 7.74310542509
2272.72727273 -2878.78787879 -1800.0 7.68118947029
2373.73737374 -2878.78787879 -1800.0 7.62724369547
2474.74747475 -2878.78787879 -1800.0 7.51027572006
2575.75757576 -2878.78787879 -1800.0 7.2087846324
2676.76767677 -2878.78787879 -1800.0 7.26016317714
2777.77777778 -2878.78787879 -1800.0 6.97949662774
2878.78787879 -2878.78787879 -1800.0 7.01687582363
2979.7979798 -2878.78787879 -1800.0 7.20435464536
3080.80808081 -2878.78787879 -1800.0 7.0284591166
3181.81818182 -2878.78787879 -1800.0 6.9535902113
3282.82828283 -2878.78787879 -1800.0 6.87440036557
3383.83838384 -2878.78787879 -1800.0 6.69281204099
3484.84848485 -2878.78787879 -1800.0 6.79745114471
3585.85858586 -2878.78787879 -1800.0 6.68909096328
3686.86868687 -2878.78787879 -1800.0 6.78246774258
3787.87878788 -2878.78787879 -1800.0 6.5751114223
3888.88888889 -2878.78787879 -1800.0 6.57875257023
3989.8989899 -2878.78787879 -1800.0 6.40742508178
4090.90909091 -2878.78787879 -1800.0 6.22801891697
4191.91919192 -2878.78787879 -1800.0 6.34258830931
4292.92929293 -2878.78787879 -1800.0 6.22830024156
4393.93939394 -2878.78787879 -1800.0 6.17758527916
4494.94949495 -2878.78787879 -1800.0 6.08990305747
4595.95959596 -2878.78787879 -1800.0 6.29992843263
4696.96969697 -2878.78787879 -1800.0 6.23498215815
4797.97979798 -2878.78787879 -1800.0 6.11961307751
4898.98989899 -2878.78787879 -1800.0 5.92906915852
5000.0 -2878.78787879 -1800.0 5.89928323744
-5000.0 -2818.18181818 -1800.0 5.97766568105
-4898.98989899 -2818.18181818 -1800.0 6.198849034
-4797.97979798 -2818.18181818 -1800.0 6.07455875172
-4696.96969697 -2818.18181818 -1800.0 6.15392923875
-4595.95959596 -2818.18181818 -1800.0 6.34518409565
-4494.94949495 -2818.18181818 -1800.0 6.46869702825
-4393.93939394 -2818.18181818 -1800.0 6.28976799666
-4292.92929293 -2818.18181818 -1800.0 6.37568773596
-4191.91919192 -2818.18181818 -1800.0 6.35112948353
-4090.90909091 -2818.18181818 -1800.0 6.45899427018
-3989.8989899 -2818.18181818 -1800.0 6.31138370296
-3888.88888889 -2818.18181818 -1800.0 6.39103944737
-3787.87878788 -2818.18181818 -1800.0 6.50329190387
-3686.86868687 -2818.18181818 -1800.0 6.50727673449
-3585.85858586 -2818.18181818 -1800.0 6.69734049895
-3484.84848485 -2818.18181818 -1800.0 6.63648399244
-3383.83838384 -2818.18181818 -1800.0 6.82557726113
-3282.82828283 -2818.18181818 -1800.0 6.83570782866
-3181.81818182 -2818.18181818 -1800.0 6.94962178818
-3080.80808081 -2818.18181818 -1800.0 6.75412925213
-2979.7979798 -2818.18181818 -1800.0 7.0540918179
-2878.78787879 -2818.18181818 -1800.0 7.11300255403
-2777.77777778 -2818.18181818 -1800.0 7.35051343956
-2676.76767677 -2818.18181818 -1800.0 7.37811979922
-2575.75757576 -2818.18181818 -1800.0 7.42235665938
-2474.74747475 -2818.18181818 -1800.0 7.45317519886
-2373.73737374 -2818.18181818 -1800.0 7.53934786258
-2272.72727273 -2818.18181818 -1800.0 7.50434740815
-2171.71717172 -2818.18181818 -1800.0 7.6085126387
-2070.70707071 -2818.18181818 -1800.0 7.89623806728
-1969.6969697 -2818.18181818 -1800.0 7.73961099528
-1868.68686869 -2818.18181818 -1800.0 7.95338068203
-1767.67676768 -2818.18181818 -1800.0 8.14634486742
-1666.66666667 -2818.18181818 -1800.0 8.07201668281
-1565.65656566 -2818.18181818 -1800.0 8.13038938042
-1464.64646465 -2818.18181818 -1800.0 8.2321593847
-1363.63636364 -2818.18181818 -1800.0 8.27250539555
-1262.62626263 -2818.18181818 -1800.0 8.3034332423
-1161.61616162 -2818.18181818 -1800.0 8.26640924689
-1060.60606061 -2818.18181818 -1800.0 8.4437539126
-959.595959596 -2818.18181818 -1800.0 8.46747196845
-858.585858586 -2818.18181818 -1800.0 8.5848367507
-757.575757576 -2818.18181818 -1800.0 8.592239617
-656.565656566 -2818.18181818 -1800.0 8.48827028412
-555.555555556 -2818.18181818 -1800.0 8.61704658853
-454.545454545 -2818.18181818 -1800.0 8.69637869337
-353.535353535 -2818.18181818 -1800.0 8.8421664984
-252.525252525 -2818.18181818 -1800.0 8.72047384101
-151.515151515 -2818.18181818 -1800.0 8.93272289716
-50.5050505051 -2818.18181818 -1800.0 8.64214139483
50.5050505051 -2818.18181818 -1800.0 8.84688209468
151.515151515 -2818.18181818 -1800.0 8.80897238806
252.525252525 -2818.18181818 -1800.0 8.80490074256
353.535353535 -2818.18181818 -1800.0 8.8615403457
454.545454545 -2818.18181818 -1800.0 8.68035019128
555.555555556 -2818.18181818 -1800.0 8.70024052537
656.565656566 -2818.18181818 -1800.0 8.71384628821
757.575757576 -2818.18181818 -1800.0 8.62943915006
858.585858586 -2818.18181818 -1800.0 8.71604799124
959.595959596 -2818.18181818 -1800.0 8.52521316099
1060.60606061 -2818.18181818 -1800.0 8.67996386506
1161.61616162 -2818.18181818 -1800.0 8.2672819188
1262.62626263 -2818.18181818 -1800.0 8.49897812913
1363.63636364 -2818.18181818 -1800.0 8.18140450828
1464.64646465 -2818.18181818 -1800.0 8.41276265482
1565.65656566 -2818.18181818 -1800.0 8.08158628428
1666.66666667 -2818.18181818 -1800.0 8.18073783754
1767.67676768 -2818.18181818 -1800.0 8.01026796486
1868.68686869 -2818.18181818 -1800.0 7.93756766403
1969.6969697 -2818.18181818 -1800.0 7.75026558319
2070.70707071 -2818.18181818 -1800.0 7.81339523837
2171.71717172 -2818.18181818 -1800.0 7.50426583709
2272.72727273 -2818.18181818 -1800.0 7.56072762044
2373.73737374 -2818.18181818 -1800.0 7.70475736992
2474.74747475 -2818.18181818 -1800.0 7.38459864358
2575.75757576 -2818.18181818 -1800.0 7.10097638449
2676.76767677 -2818.18181818 -1800.0 7.1511896737
2777.77777778 -2818.18181818 -1800.0 7.18590910238
2878.78787879 -2818.18181818 -1800.0 7.4096197558
2979.7979798 -2818.18181818 -1800.0 7.17498917519
3080.80808081 -2818.18181818 -1800.0 6.91017324913
3181.81818182 -2818.18181818 -1800.0 6.8588359718
3282.82828283 -2818.18181818 -1800.0 6.85909275912
3383.83838384 -2818.18181818 -1800.0 6.64970815556
3484.84848485 -2818.18181818 -1800.0 6.74631910491
3585.85858586 -2818.18181818 -1800.0 6.584691745
3686.86868687 -2818.18181818 -1800.0 6.5958348825
3787.87878788 -2818.18181818 -1800.0 6.62686944193
3888.88888889 -2818.18181818 -1800.0 6.58896244205
3989.8989899 -2818.18181818 -1800.0 6.44018689766
4090.90909091 -2818.18181818 -1800.0 6.36623311686
4191.91919192 -2818.18181818 -1800.0 6.43052393153
4292.92929293 -2818.18181818 -1800.0 6.27490781047
4393.93939394 -2818.18181818 -1800.0 6.31483896335
4494.94949495 -2818.18181818 -1800.0 6.19105790042
4595.95959596 -2818.18181818 -1800.0 6.12418058802
4696.96969697 -2818.18181818 -1800.0 6.12899077006
4797.97979798 -2818.18181818 -1800.0 6.14473213006
4898.98989899 -2818.18181818 -1800.0 6.07274684455
5000.0 -2818.18181818 -1800.0 5.91271932641
-5000.0 -2757.57575758 -1800.0 6.13046933353
-4898.98989899 -2757.57575758 -1800.0 5.89188438939
-4797.97979798 -2757.57575758 -1800.0 6.19995702249
-4696.96969697 -2757.57575758 -1800.0 6.13044046166
-4595.95959596 -2757.57575758 -1800.0 6.08380286569
-4494.94949495 -2757.57575758 -1800.0 6.18832767877
-4393.93939394 -2757.57575758 -1800.0 6.3150600643
-4292.92929293 -2757.57575758 -1800.0 6.2871408985
-4191.91919192 -2757.57575758 -1800.0 6.37922896693
-4090.90909091 -2757.57575758 -1800.0 6.3094243743
-3989.8989899 -2757.57575758 -1800.0 6.45958317294
-3888.88888889 -2757.57575758 -1800.0 6.4771084821
-3787.87878788 -2757.57575758 -1800.0 6.64250269729
-3686.86868687 -2757.57575758 -1800.0 6.64371152481
-3585.85858586 -2757.57575758 -1800.0 6.66675011143
-3484.84848485 -2757.57575758 -1800.0 6.7505864298
-3383.83838384 -2757.57575758 -1800.0 6.6692008037
-3282.82828283 -2757.57575758 -1800.0 6.97143855756
-3181.81818182 -2757.57575758 -1800.0 6.72720598217
-3080.80808081 -2757.57575758 -1800.0 7.07333462314
-2979.7979798 -2757.57575758 -1800.0 7.1383510501
-2878.78787879 -2757.57575758 -1800.0 7.23273553193
-2777.77777778 -2757.57575758 -1800.0 7.25645293787
-2676.76767677 -2757.57575758 -1800.0 7.26496462761
-2575.75757576 -2757.57575758 -1800.0 7.39531153411
-2474.74747475 -2757.57575758 -1800.0 7.44503801895
-2373.73737374 -2757.57575758 -1800.0 7.5467146525
-2272.72727273 -2757.57575758 -1800.0 7.71509764544
-2171.71717172 -2757.57575758 -1800.0 7.7203871505
-2070.70707071 -2757.57575758 -1800.0 7.78310107499
-1969.6969697 -2757.57575758 -1800.0 7.98886216047
-1868.68686869 -2757.57575758 -1800.0 7.86717300615
-1767.67676768 -2757.57575758 -1800.0 8.1502893605
-1666.66666667 -2757.57575758 -1800.0 8.13639807713
-1565.65656566 -2757.57575758 -1800.0 8.36027626864
-1464.64646465 -2757.57575758 -1800.0 8.04006441987
-1363.63636364 -2757.57575758 -1800.0 8.52849940882
-1262.62626263 -2757.57575758 -1800.0 8.55819937918
-1161.61616162 -2757.57575758 -1800.0 8.55415701372
-1060.60606061 -2757.57575758 -1800.0 8.66474550726
-959.595959596 -2757.57575758 -1800.0 8.6640165435
-858.585858586 -2757.57575758 -1800.0 8.80959244129
-757.575757576 -2757.57575758 -1800.0 8.81218190921
-656.565656566 -2757.57575758 -1800.0 8.65273337334
-555.555555556 -2757.57575758 -1800.0 8.89676973322
-454.545454545 -2757.57575758 -1800.0 8.71523390487
-353.535353535 -2757.57575758 -1800.0 8.92419966445
-252.525252525 -2757.57575758 -1800.0 9.01483896354
-151.515151515 -2757.57575758 -1800.0 8.93062640758
-50.5050505051 -2757.57575758 -1800.0 9.07998241549
50.5050505051 -2757.57575758 -1800.0 8.94844860382
151.515151515 -2757.57575758 -1800.0 8.87047073515
252.525252525 -2757.57575758 -1800.0 8.90705613328
353.535353535 -2757.57575758 -1800.0 8.53560423151
454.545454545 -2757.57575758 -1800.0 8.99029506811
555.555555556 -2757.57575758 -1800.0 9.07265486172
656.565656566 -2757.57575758 -1800.0 8.73679198089
757.575757576 -2757.57575758 -1800.0 8.56503208142
858.585858586 -2757.57575758 -1800.0 8.80506121149
959.595959596 -2757.57575758 -1800.0 8.75217262928
1060.60606061 -2757.57575758 -1800.0 8.50696378064
1161.61616162 -2757.57575758 -1800.0 8.42580230578
1262.62626263 -2757.57575758 -1800.0 8.44881871935
1363.63636364 -2757.57575758 -1800.0 8.29577098767
1464.64646465 -2757.57575758 -1800.0 8.26041097952
1565.65656566 -2757.57575758 -1800.0 8.21629274678
1666.66666667 -2757.57575758 -1800.0 8.3159049633
1767.67676768 -2757.57575758 -1800.0 7.89835689275
1868.68686869 -2757.57575758 -1800.0 7.99161717087
1969.6969697 -2757.57575758 -1800.0 7.93372771201
2070.70707071 -2757.57575758 -1800.0 7.80639256292
2171.71717172 -2757.57575758 -1800.0 7.72391201698
2272.72727273 -2757.57575758 -1800.0 7.88093045364
2373.73737374 -2757.57575758 -1800.0 7.42810416329
2474.74747475 -2757.57575758 -1800.0 7.36343584313
2575.75757576 -2757.57575758 -1800.0 7.40582290828
2676.76767677 -2757.57575758 -1800.0 7.40951276249
2777.77777778 -2757.57575758 -1800.0 7.15818505893
2878.78787879 -2757.57575758 -1800.0 7.17902979125
2979.7979798 -2757.57575758 -1800.0 7.18264545649
3080.80808081 -2757.57575758 -1800.0 7.04441205227
3181.81818182 -2757.57575758 -1800.0 7.08803345822
3282.82828283 -2757.57575758 -1800.0 6.77087254927
3383.83838384 -2757.57575758 -1800.0 6.9350089002
3484.84848485 -2757.57575758 -1800.0 6.84385243444
3585.85858586 -2757.57575758 -1800.0 6.82519059012
3686.86868687 -2757.57575758 -1800.0 6.79345532179
3787.87878788 -2757.57575758 -1800.0 6.47812850039
3888.88888889 -2757.57575758 -1800.0 6.38663467527
3989.8989899 -2757.57575758 -1800.0 6.64585675902
4090.90909091 -2757.57575758 -1800.0 6.568204521
4191.91919192 -2757.57575758 -1800.0 6.45698858397
4292.92929293 -2757.57575758 -1800.0 6.24537739182
4393.93939394 -2757.57575758 -1800.0 6.24612831552
4494.94949495 -2757.57575758 -1800.0 6.20305062723
4595.95959596 -2757.57575758 -1800.0 6.21040238091
4696.96969697 -2757.57575758 -1800.0 6.10931668936
4797.97979798 -2757.57575758 -1800.0 6.07080752296
4898.98989899 -2757.57575758 -1800.0 6.04452131629
5000.0 -2757.57575758 -1800.0 6.07093763246
